"","judgmentDate","type","count"
"13486",2005-10-19,"Agravo",264
"13487",2005-10-19,"Agravo de Instrumento",540
"13488",2005-10-19,"Agravo em Execu\xc3\xa7\xc3\xa3o",4
"13489",2005-10-19,"Agravo Regimental",25
"13490",2005-10-19,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"13491",2005-10-19,"Apela\xc3\xa7\xc3\xa3o Crime",74
"13492",2005-10-19,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",195
"13493",2005-10-19,"Conflito de Compet\xc3\xaancia",7
"13494",2005-10-19,"Correi\xc3\xa7\xc3\xa3o Parcial",2
"13495",2005-10-19,"Embargos de Declara\xc3\xa7\xc3\xa3o",517
"13496",2005-10-19,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",1
"13497",2005-10-19,"Habeas Corpus",59
"13498",2005-10-19,"Mandado de Seguran\xc3\xa7a",6
"13499",2005-10-19,"Recurso C\xc3\xadvel",346
"13500",2005-10-19,"Recurso Crime",84
"13501",2005-10-19,"Recurso em Sentido Estrito",5
"13502",2005-10-19,"Reexame Necess\xc3\xa1rio",11
"13503",2005-10-20,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",2
"13504",2005-10-20,"Agravo",180
"13505",2005-10-20,"Agravo de Instrumento",286
"13506",2005-10-20,"Agravo em Execu\xc3\xa7\xc3\xa3o",3
"13507",2005-10-20,"Agravo Regimental",11
"13508",2005-10-20,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",604
"13509",2005-10-20,"Apela\xc3\xa7\xc3\xa3o Crime",169
"13510",2005-10-20,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",18
"13511",2005-10-20,"Conflito de Compet\xc3\xaancia",4
"13512",2005-10-20,"Correi\xc3\xa7\xc3\xa3o Parcial",2
"13513",2005-10-20,"Embargos de Declara\xc3\xa7\xc3\xa3o",162
"13514",2005-10-20,"Habeas Corpus",58
"13515",2005-10-20,"Mandado de Seguran\xc3\xa7a",5
"13516",2005-10-20,"Prefeito",1
"13517",2005-10-20,"Processo Crime",1
"13518",2005-10-20,"Recurso C\xc3\xadvel",102
"13519",2005-10-20,"Recurso de Of\xc3\xadcio",3
"13520",2005-10-20,"Recurso em Sentido Estrito",19
"13521",2005-10-20,"Reexame Necess\xc3\xa1rio",3
"13522",2005-10-21,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",5
"13523",2005-10-21,"Agravo",3
"13524",2005-10-21,"Agravo de Instrumento",176
"13525",2005-10-21,"Agravo Regimental",2
"13526",2005-10-21,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",48
"13527",2005-10-21,"Apela\xc3\xa7\xc3\xa3o Crime",3
"13528",2005-10-21,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",3
"13529",2005-10-21,"Conflito de Compet\xc3\xaancia",1
"13530",2005-10-21,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"13531",2005-10-21,"Embargos de Declara\xc3\xa7\xc3\xa3o",11
"13532",2005-10-21,"Embargos Infringentes",18
"13533",2005-10-21,"Habeas Corpus",1
"13534",2005-10-21,"Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa",2
"13535",2005-10-21,"Mandado de Seguran\xc3\xa7a",1
"13536",2005-10-21,"Reexame Necess\xc3\xa1rio",1
"13537",2005-10-21,"Revis\xc3\xa3o Criminal",9
"13538",2005-10-22,"Agravo de Instrumento",1
"13539",2005-10-23,"Agravo de Instrumento",1
"13540",2005-10-24,"Agravo",2
"13541",2005-10-24,"Agravo de Instrumento",165
"13542",2005-10-24,"Agravo Interno",1
"13543",2005-10-24,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",62
"13544",2005-10-24,"Apela\xc3\xa7\xc3\xa3o Crime",1
"13545",2005-10-24,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",18
"13546",2005-10-24,"Conflito de Compet\xc3\xaancia",1
"13547",2005-10-24,"Embargos de Declara\xc3\xa7\xc3\xa3o",5
"13548",2005-10-24,"Embargos Infringentes",1
"13549",2005-10-24,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",1
"13550",2005-10-24,"Habeas Corpus",4
"13551",2005-10-24,"Mandado de Seguran\xc3\xa7a",1
"13552",2005-10-24,"Reexame Necess\xc3\xa1rio",2
"13553",2005-10-24,"Restaura\xc3\xa7\xc3\xa3o de Autos",1
"13554",2005-10-25,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"13555",2005-10-25,"Agravo",16
"13556",2005-10-25,"Agravo de Instrumento",198
"13557",2005-10-25,"Agravo Regimental",1
"13558",2005-10-25,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",378
"13559",2005-10-25,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",12
"13560",2005-10-25,"Conflito de Compet\xc3\xaancia",4
"13561",2005-10-25,"Embargos de Declara\xc3\xa7\xc3\xa3o",37
"13562",2005-10-25,"Habeas Corpus",1
"13563",2005-10-25,"Mandado de Seguran\xc3\xa7a",2
"13564",2005-10-25,"Recurso C\xc3\xadvel",119
"13565",2005-10-25,"Reexame Necess\xc3\xa1rio",3
"13566",2005-10-26,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",2
"13567",2005-10-26,"Agravo",186
"13568",2005-10-26,"Agravo de Instrumento",441
"13569",2005-10-26,"Agravo em Execu\xc3\xa7\xc3\xa3o",11
"13570",2005-10-26,"Agravo Regimental",10
"13571",2005-10-26,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"13572",2005-10-26,"Apela\xc3\xa7\xc3\xa3o Crime",113
"13573",2005-10-26,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",196
"13574",2005-10-26,"Conflito de Compet\xc3\xaancia",6
"13575",2005-10-26,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"13576",2005-10-26,"Embargos de Declara\xc3\xa7\xc3\xa3o",593
"13577",2005-10-26,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",2
"13578",2005-10-26,"Habeas Corpus",65
"13579",2005-10-26,"Mandado de Seguran\xc3\xa7a",5
"13580",2005-10-26,"Medida Cautelar Inominada",1
"13581",2005-10-26,"Recurso C\xc3\xadvel",166
"13582",2005-10-26,"Recurso de Of\xc3\xadcio",1
"13583",2005-10-26,"Recurso em Sentido Estrito",11
"13584",2005-10-26,"Reexame Necess\xc3\xa1rio",28
"13585",2005-10-27,"Agravo",240
"13586",2005-10-27,"Agravo de Instrumento",358
"13587",2005-10-27,"Agravo em Execu\xc3\xa7\xc3\xa3o",5
"13588",2005-10-27,"Agravo Regimental",13
"13589",2005-10-27,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"13590",2005-10-27,"Apela\xc3\xa7\xc3\xa3o Crime",214
"13591",2005-10-27,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",87
"13592",2005-10-27,"Conflito de Compet\xc3\xaancia",8
"13593",2005-10-27,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"13594",2005-10-27,"Embargos de Declara\xc3\xa7\xc3\xa3o",381
"13595",2005-10-27,"Habeas Corpus",59
"13596",2005-10-27,"Mandado de Seguran\xc3\xa7a",6
"13597",2005-10-27,"Outros Feitos",1
"13598",2005-10-27,"Processo Crime",1
"13599",2005-10-27,"Recurso C\xc3\xadvel",107
"13600",2005-10-27,"Recurso de Of\xc3\xadcio",1
"13601",2005-10-27,"Recurso em Sentido Estrito",36
"13602",2005-10-27,"Reexame Necess\xc3\xa1rio",11
"13603",2005-10-28,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",3
"13604",2005-10-28,"Agravo",1
"13605",2005-10-28,"Agravo de Instrumento",169
"13606",2005-10-28,"Agravo Regimental",2
"13607",2005-10-28,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",56
"13608",2005-10-28,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",10
"13609",2005-10-28,"Conflito de Compet\xc3\xaancia",3
"13610",2005-10-28,"Embargos de Declara\xc3\xa7\xc3\xa3o",15
"13611",2005-10-28,"Embargos Infringentes",26
"13612",2005-10-28,"Reexame Necess\xc3\xa1rio",1
"13613",2005-10-28,"Revis\xc3\xa3o Criminal",3
"13614",2005-10-29,"Agravo de Instrumento",1
"13615",2005-10-29,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"13616",2005-10-31,"A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade",2
"13617",2005-10-31,"Agravo",3
"13618",2005-10-31,"Agravo de Instrumento",168
"13619",2005-10-31,"Agravo Regimental",1
"13620",2005-10-31,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",96
"13621",2005-10-31,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",9
"13622",2005-10-31,"Embargos de Declara\xc3\xa7\xc3\xa3o",5
"13623",2005-10-31,"Habeas Corpus",1
"13624",2005-10-31,"Mandado de Seguran\xc3\xa7a",4
"13625",2005-10-31,"Representa\xc3\xa7\xc3\xa3o",3
"13626",2005-11-01,"Agravo",51
"13627",2005-11-01,"Agravo de Instrumento",199
"13628",2005-11-01,"Agravo Regimental",3
"13629",2005-11-01,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",128
"13630",2005-11-01,"Apela\xc3\xa7\xc3\xa3o Crime",1
"13631",2005-11-01,"Embargos de Declara\xc3\xa7\xc3\xa3o",62
"13632",2005-11-01,"Habeas Corpus",2
"13633",2005-11-01,"Mandado de Seguran\xc3\xa7a",4
"13634",2005-11-01,"Recurso C\xc3\xadvel",147
"13635",2005-11-01,"Reexame Necess\xc3\xa1rio",3
"13636",2005-11-02,"Agravo de Instrumento",2
"13637",2005-11-02,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",7
"13638",2005-11-03,"Agravo",76
"13639",2005-11-03,"Agravo de Instrumento",244
"13640",2005-11-03,"Agravo em Execu\xc3\xa7\xc3\xa3o",2
"13641",2005-11-03,"Agravo Regimental",2
"13642",2005-11-03,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",357
"13643",2005-11-03,"Apela\xc3\xa7\xc3\xa3o Crime",136
"13644",2005-11-03,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",14
"13645",2005-11-03,"Conflito de Compet\xc3\xaancia",3
"13646",2005-11-03,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"13647",2005-11-03,"Embargos de Declara\xc3\xa7\xc3\xa3o",134
"13648",2005-11-03,"Habeas Corpus",47
"13649",2005-11-03,"Mandado de Seguran\xc3\xa7a",3
"13650",2005-11-03,"Outros Feitos",1
"13651",2005-11-03,"Recurso C\xc3\xadvel",111
"13652",2005-11-03,"Recurso de Of\xc3\xadcio",1
"13653",2005-11-03,"Recurso em Sentido Estrito",22
"13654",2005-11-03,"Reexame Necess\xc3\xa1rio",3
"13655",2005-11-03,"Termo Circunstanciado",1
"13656",2005-11-04,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",4
"13657",2005-11-04,"Agravo",1
"13658",2005-11-04,"Agravo de Instrumento",144
"13659",2005-11-04,"Agravo Embargos Infringentes",2
"13660",2005-11-04,"Agravo Regimental",2
"13661",2005-11-04,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",23
"13662",2005-11-04,"Apela\xc3\xa7\xc3\xa3o Crime",1
"13663",2005-11-04,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"13664",2005-11-04,"Conflito de Compet\xc3\xaancia",1
"13665",2005-11-04,"Embargos de Declara\xc3\xa7\xc3\xa3o",24
"13666",2005-11-04,"Embargos Infringentes",183
"13667",2005-11-04,"Habeas Corpus",2
"13668",2005-11-04,"Mandado de Seguran\xc3\xa7a",2
"13669",2005-11-04,"Reexame Necess\xc3\xa1rio",2
"13670",2005-11-04,"Revis\xc3\xa3o Criminal",7
"13671",2005-11-05,"Agravo de Instrumento",1
"13672",2005-11-07,"Agravo",1
"13673",2005-11-07,"Agravo de Instrumento",178
"13674",2005-11-07,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",54
"13675",2005-11-07,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"13676",2005-11-07,"Embargos de Declara\xc3\xa7\xc3\xa3o",2
"13677",2005-11-07,"Habeas Corpus",1
"13678",2005-11-07,"Recurso em Sentido Estrito",2
"13679",2005-11-07,"Reexame Necess\xc3\xa1rio",1
"13680",2005-11-08,"Agravo",68
"13681",2005-11-08,"Agravo de Instrumento",179
"13682",2005-11-08,"Agravo Regimental",1
"13683",2005-11-08,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",237
"13684",2005-11-08,"Apela\xc3\xa7\xc3\xa3o Crime",1
"13685",2005-11-08,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",1
"13686",2005-11-08,"Embargos de Declara\xc3\xa7\xc3\xa3o",51
"13687",2005-11-08,"Mandado de Seguran\xc3\xa7a",4
"13688",2005-11-08,"Medida Cautelar",1
"13689",2005-11-08,"Recurso C\xc3\xadvel",166
"13690",2005-11-09,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",4
"13691",2005-11-09,"Agravo",345
"13692",2005-11-09,"Agravo de Instrumento",574
"13693",2005-11-09,"Agravo Regimental",23
"13694",2005-11-09,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"13695",2005-11-09,"Apela\xc3\xa7\xc3\xa3o Crime",108
"13696",2005-11-09,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",192
"13697",2005-11-09,"Conflito de Compet\xc3\xaancia",10
"13698",2005-11-09,"Correi\xc3\xa7\xc3\xa3o Parcial",6
"13699",2005-11-09,"Embargos de Declara\xc3\xa7\xc3\xa3o",696
"13700",2005-11-09,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",4
"13701",2005-11-09,"Habeas Corpus",49
"13702",2005-11-09,"Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria",1
"13703",2005-11-09,"Mandado de Seguran\xc3\xa7a",10
"13704",2005-11-09,"Recurso C\xc3\xadvel",129
"13705",2005-11-09,"Recurso em Sentido Estrito",23
"13706",2005-11-09,"Reexame Necess\xc3\xa1rio",29
"13707",2005-11-10,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"13708",2005-11-10,"Agravo",235
"13709",2005-11-10,"Agravo de Instrumento",360
"13710",2005-11-10,"Agravo em Execu\xc3\xa7\xc3\xa3o",1
"13711",2005-11-10,"Agravo Regimental",13
"13712",2005-11-10,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"13713",2005-11-10,"Apela\xc3\xa7\xc3\xa3o Crime",186
"13714",2005-11-10,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",80
"13715",2005-11-10,"Carta Testemunh\xc3\xa1vel",1
"13716",2005-11-10,"Conflito de Compet\xc3\xaancia",5
"13717",2005-11-10,"Correi\xc3\xa7\xc3\xa3o Parcial",2
"13718",2005-11-10,"Embargos de Declara\xc3\xa7\xc3\xa3o",471
"13719",2005-11-10,"Habeas Corpus",91
"13720",2005-11-10,"Inqu\xc3\xa9rito Policial",1
"13721",2005-11-10,"Mandado de Seguran\xc3\xa7a",4
"13722",2005-11-10,"Processo Crime",1
"13723",2005-11-10,"Recurso C\xc3\xadvel",80
"13724",2005-11-10,"Recurso em Sentido Estrito",10
"13725",2005-11-10,"Reexame Necess\xc3\xa1rio",21
"13726",2005-11-11,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",8
"13727",2005-11-11,"Agravo de Instrumento",163
"13728",2005-11-11,"Agravo Regimental",3
"13729",2005-11-11,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",28
"13730",2005-11-11,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",1
"13731",2005-11-11,"Conflito de Compet\xc3\xaancia",2
"13732",2005-11-11,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"13733",2005-11-11,"Embargos de Declara\xc3\xa7\xc3\xa3o",8
"13734",2005-11-11,"Embargos Infringentes",9
"13735",2005-11-11,"Habeas Corpus",1
"13736",2005-11-11,"Mandado de Seguran\xc3\xa7a",16
"13737",2005-11-11,"Outros Feitos",1
"13738",2005-11-11,"Reexame Necess\xc3\xa1rio",1
"13739",2005-11-12,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"13740",2005-11-14,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",3
"13741",2005-11-14,"Agravo de Instrumento",135
"13742",2005-11-14,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",55
"13743",2005-11-14,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",5
"13744",2005-11-14,"Embargos de Declara\xc3\xa7\xc3\xa3o",3
"13745",2005-11-14,"Reexame Necess\xc3\xa1rio",4
"13746",2005-11-16,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"13747",2005-11-16,"Agravo",124
"13748",2005-11-16,"Agravo de Instrumento",321
"13749",2005-11-16,"Agravo em Execu\xc3\xa7\xc3\xa3o",2
"13750",2005-11-16,"Agravo Regimental",11
"13751",2005-11-16,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",850
"13752",2005-11-16,"Apela\xc3\xa7\xc3\xa3o Crime",148
"13753",2005-11-16,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",71
"13754",2005-11-16,"Conflito de Compet\xc3\xaancia",5
"13755",2005-11-16,"Correi\xc3\xa7\xc3\xa3o Parcial",6
"13756",2005-11-16,"Embargos de Declara\xc3\xa7\xc3\xa3o",374
"13757",2005-11-16,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",1
"13758",2005-11-16,"Habeas Corpus",60
"13759",2005-11-16,"Mandado de Seguran\xc3\xa7a",5
"13760",2005-11-16,"Mandado de Seguran\xc3\xa7a Crime",9
"13761",2005-11-16,"Medida Cautelar Inominada",2
"13762",2005-11-16,"Outros Feitos",1
"13763",2005-11-16,"Recurso C\xc3\xadvel",164
"13764",2005-11-16,"Recurso Crime",59
"13765",2005-11-16,"Recurso em Sentido Estrito",11
"13766",2005-11-16,"Reexame Necess\xc3\xa1rio",8
"13767",2005-11-16,"Revis\xc3\xa3o Criminal",1
"13768",2005-11-17,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"13769",2005-11-17,"Agravo",121
"13770",2005-11-17,"Agravo de Instrumento",359
"13771",2005-11-17,"Agravo em Execu\xc3\xa7\xc3\xa3o",2
"13772",2005-11-17,"Agravo Regimental",6
"13773",2005-11-17,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",954
"13774",2005-11-17,"Apela\xc3\xa7\xc3\xa3o Crime",131
"13775",2005-11-17,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",57
"13776",2005-11-17,"Conflito de Compet\xc3\xaancia",4
"13777",2005-11-17,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"13778",2005-11-17,"Embargos de Declara\xc3\xa7\xc3\xa3o",91
"13779",2005-11-17,"Habeas Corpus",51
"13780",2005-11-17,"Mandado de Seguran\xc3\xa7a",7
"13781",2005-11-17,"Medida Cautelar Inominada",1
"13782",2005-11-17,"Recurso C\xc3\xadvel",97
"13783",2005-11-17,"Recurso em Sentido Estrito",20
"13784",2005-11-17,"Recurso Oficioso em Sentido Estrito",1
"13785",2005-11-17,"Reexame Necess\xc3\xa1rio",8
"13786",2005-11-17,"Restaura\xc3\xa7\xc3\xa3o de Autos",1
"13787",2005-11-18,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",4
"13788",2005-11-18,"Agravo",1
"13789",2005-11-18,"Agravo de Instrumento",209
"13790",2005-11-18,"Agravo Regimental",2
"13791",2005-11-18,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",36
"13792",2005-11-18,"Apela\xc3\xa7\xc3\xa3o Crime",1
"13793",2005-11-18,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"13794",2005-11-18,"Conflito de Compet\xc3\xaancia",2
"13795",2005-11-18,"Embargos de Declara\xc3\xa7\xc3\xa3o",7
"13796",2005-11-18,"Embargos Infringentes",16
"13797",2005-11-18,"Mandado de Seguran\xc3\xa7a",1
"13798",2005-11-18,"Outros Feitos",1
"13799",2005-11-18,"Recurso C\xc3\xadvel",464
"13800",2005-11-18,"Reexame Necess\xc3\xa1rio",1
"13801",2005-11-18,"Revis\xc3\xa3o Criminal",2
"13802",2005-11-21,"A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade",9
"13803",2005-11-21,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"13804",2005-11-21,"Agravo de Instrumento",167
"13805",2005-11-21,"Agravo Interno",1
"13806",2005-11-21,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",62
"13807",2005-11-21,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",4
"13808",2005-11-21,"Conflito de Compet\xc3\xaancia",5
"13809",2005-11-21,"Correi\xc3\xa7\xc3\xa3o Parcial",12
"13810",2005-11-21,"Embargos de Declara\xc3\xa7\xc3\xa3o",16
"13811",2005-11-21,"Mandado de Seguran\xc3\xa7a",4
"13812",2005-11-21,"Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia",1
"13813",2005-11-22,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"13814",2005-11-22,"Agravo",102
"13815",2005-11-22,"Agravo de Instrumento",219
"13816",2005-11-22,"Agravo Regimental",6
"13817",2005-11-22,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",202
"13818",2005-11-22,"Apela\xc3\xa7\xc3\xa3o Crime",2
"13819",2005-11-22,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",3
"13820",2005-11-22,"Embargos de Declara\xc3\xa7\xc3\xa3o",155
"13821",2005-11-22,"Mandado de Seguran\xc3\xa7a",2
"13822",2005-11-22,"Recurso C\xc3\xadvel",218
"13823",2005-11-23,"Agravo",245
"13824",2005-11-23,"Agravo de Instrumento",615
"13825",2005-11-23,"Agravo em Execu\xc3\xa7\xc3\xa3o",1
"13826",2005-11-23,"Agravo Regimental",12
"13827",2005-11-23,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"13828",2005-11-23,"Apela\xc3\xa7\xc3\xa3o Crime",56
"13829",2005-11-23,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",132
"13830",2005-11-23,"Conflito de Compet\xc3\xaancia",4
"13831",2005-11-23,"Embargos de Declara\xc3\xa7\xc3\xa3o",446
"13832",2005-11-23,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",2
"13833",2005-11-23,"Habeas Corpus",34
"13834",2005-11-23,"Mandado de Seguran\xc3\xa7a",4
"13835",2005-11-23,"Medida Cautelar",1
"13836",2005-11-23,"Medida Cautelar Inominada",1
"13837",2005-11-23,"Recurso C\xc3\xadvel",159
"13838",2005-11-23,"Recurso em Sentido Estrito",19
"13839",2005-11-23,"Reexame Necess\xc3\xa1rio",11
"13840",2005-11-24,"Agravo",139
"13841",2005-11-24,"Agravo de Instrumento",320
"13842",2005-11-24,"Agravo Regimental",9
"13843",2005-11-24,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"13844",2005-11-24,"Apela\xc3\xa7\xc3\xa3o Crime",197
"13845",2005-11-24,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",63
"13846",2005-11-24,"Conflito de Compet\xc3\xaancia",5
"13847",2005-11-24,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"13848",2005-11-24,"Embargos de Declara\xc3\xa7\xc3\xa3o",414
"13849",2005-11-24,"Exce\xc3\xa7\xc3\xa3o Suspei\xc3\xa7\xc3\xa3o Impedimento",1
"13850",2005-11-24,"Habeas Corpus",54
"13851",2005-11-24,"Inqu\xc3\xa9rito Policial",1
"13852",2005-11-24,"Mandado de Seguran\xc3\xa7a",8
"13853",2005-11-24,"Medida Cautelar Inominada",2
"13854",2005-11-24,"Recurso C\xc3\xadvel",142
"13855",2005-11-24,"Recurso em Sentido Estrito",17
"13856",2005-11-24,"Reexame Necess\xc3\xa1rio",9
"13857",2005-11-25,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",4
"13858",2005-11-25,"Agravo",1
"13859",2005-11-25,"Agravo de Instrumento",168
"13860",2005-11-25,"Agravo Embargos Infringentes",1
"13861",2005-11-25,"Agravo Regimental",2
"13862",2005-11-25,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",73
"13863",2005-11-25,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",4
"13864",2005-11-25,"Conflito de Compet\xc3\xaancia",2
"13865",2005-11-25,"Embargos de Declara\xc3\xa7\xc3\xa3o",11
"13866",2005-11-25,"Embargos Infringentes",95
"13867",2005-11-25,"Habeas Corpus",1
"13868",2005-11-25,"Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria",1
"13869",2005-11-25,"Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa",1
"13870",2005-11-25,"Mandado de Seguran\xc3\xa7a",8
"13871",2005-11-25,"Revis\xc3\xa3o Criminal",9
"13872",2005-11-27,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"13873",2005-11-28,"A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade",4
"13874",2005-11-28,"Agravo",3
"13875",2005-11-28,"Agravo de Instrumento",154
"13876",2005-11-28,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",237
"13877",2005-11-28,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",10
"13878",2005-11-28,"Conflito de Compet\xc3\xaancia",3
"13879",2005-11-28,"Embargos de Declara\xc3\xa7\xc3\xa3o",3
"13880",2005-11-28,"Exce\xc3\xa7\xc3\xa3o da Verdade",1
"13881",2005-11-28,"Mandado de Seguran\xc3\xa7a",3
"13882",2005-11-28,"Medida Cautelar",1
"13883",2005-11-28,"Reexame Necess\xc3\xa1rio",1
"13884",2005-11-28,"Representa\xc3\xa7\xc3\xa3o",5
"13885",2005-11-29,"Agravo",38
"13886",2005-11-29,"Agravo de Instrumento",228
"13887",2005-11-29,"Agravo Regimental",1
"13888",2005-11-29,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",303
"13889",2005-11-29,"Apela\xc3\xa7\xc3\xa3o Crime",1
"13890",2005-11-29,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",9
"13891",2005-11-29,"Embargos de Declara\xc3\xa7\xc3\xa3o",149
"13892",2005-11-29,"Embargos Infringentes",1
"13893",2005-11-29,"Mandado de Seguran\xc3\xa7a",1
"13894",2005-11-29,"Recurso C\xc3\xadvel",175
"13895",2005-11-29,"Recurso em Sentido Estrito",1
"13896",2005-11-29,"Reexame Necess\xc3\xa1rio",2
