"","judgmentDate","type","count"
"418",2000-08-03,"Processo Crime",2
"419",2000-08-03,"Recurso em Sentido Estrito",11
"420",2000-08-03,"Reexame Necess\xc3\xa1rio",6
"421",2000-08-04,"Mandado de Seguran\xc3\xa7a",1
"422",2000-08-05,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"423",2000-08-07,"Agravo de Instrumento",11
"424",2000-08-07,"Agravo Interno",1
"425",2000-08-07,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",26
"426",2000-08-08,"Agravo de Instrumento",19
"427",2000-08-08,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",73
"428",2000-08-08,"Embargos de Declara\xc3\xa7\xc3\xa3o",1
"429",2000-08-09,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"430",2000-08-09,"Agravo",3
"431",2000-08-09,"Agravo de Instrumento",75
"432",2000-08-09,"Agravo Interno",2
"433",2000-08-09,"Agravo Regimental",1
"434",2000-08-09,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",256
"435",2000-08-09,"Apela\xc3\xa7\xc3\xa3o Crime",15
"436",2000-08-09,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",23
"437",2000-08-09,"Embargos de Declara\xc3\xa7\xc3\xa3o",28
"438",2000-08-09,"Habeas Corpus",3
"439",2000-08-09,"Mandado de Seguran\xc3\xa7a",1
"440",2000-08-09,"Recurso em Sentido Estrito",1
"441",2000-08-09,"Reexame Necess\xc3\xa1rio",10
"442",2000-08-10,"Agravo",15
"443",2000-08-10,"Agravo de Instrumento",152
"444",2000-08-10,"Agravo Interno",8
"445",2000-08-10,"Agravo Lei",1
"446",2000-08-10,"Agravo Regimental",16
"447",2000-08-10,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",331
"448",2000-08-10,"Apela\xc3\xa7\xc3\xa3o Crime",8
"449",2000-08-10,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",31
"450",2000-08-10,"Conflito de Compet\xc3\xaancia",1
"451",2000-08-10,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",1
"452",2000-08-10,"Embargos de Declara\xc3\xa7\xc3\xa3o",47
"453",2000-08-10,"Habeas Corpus",2
"454",2000-08-10,"Mandado de Seguran\xc3\xa7a",2
"455",2000-08-10,"Outros Incidentes",1
"456",2000-08-10,"Processo Crime",3
"457",2000-08-10,"Queixa",1
"458",2000-08-10,"Recurso em Sentido Estrito",2
"459",2000-08-10,"Reexame Necess\xc3\xa1rio",4
"460",2000-08-11,"Agravo de Instrumento",2
"461",2000-08-13,"Agravo de Instrumento",1
"462",2000-08-13,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"463",2000-08-14,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"464",2000-08-15,"Agravo",1
"465",2000-08-15,"Agravo de Instrumento",13
"466",2000-08-15,"Agravo Regimental",1
"467",2000-08-15,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",39
"468",2000-08-15,"Apela\xc3\xa7\xc3\xa3o Crime",14
"469",2000-08-15,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",1
"470",2000-08-15,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"471",2000-08-15,"Habeas Corpus",25
"472",2000-08-16,"Agravo",14
"473",2000-08-16,"Agravo de Instrumento",89
"474",2000-08-16,"Agravo Interno",3
"475",2000-08-16,"Agravo Regimental",8
"476",2000-08-16,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",280
"477",2000-08-16,"Apela\xc3\xa7\xc3\xa3o Crime",17
"478",2000-08-16,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",46
"479",2000-08-16,"Conflito de Compet\xc3\xaancia",1
"480",2000-08-16,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",1
"481",2000-08-16,"Embargos de Declara\xc3\xa7\xc3\xa3o",46
"482",2000-08-16,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",1
"483",2000-08-16,"Habeas Corpus",2
"484",2000-08-16,"Mandado de Seguran\xc3\xa7a",3
"485",2000-08-16,"Recurso em Sentido Estrito",3
"486",2000-08-16,"Reexame Necess\xc3\xa1rio",17
"487",2000-08-17,"Agravo",1
"488",2000-08-17,"Agravo de Instrumento",60
"489",2000-08-17,"Agravo em Execu\xc3\xa7\xc3\xa3o",1
"490",2000-08-17,"Agravo Regimental",3
"491",2000-08-17,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",179
"492",2000-08-17,"Apela\xc3\xa7\xc3\xa3o Crime",2
"493",2000-08-17,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",16
"494",2000-08-17,"Conflito de Compet\xc3\xaancia",1
"495",2000-08-17,"Embargos de Declara\xc3\xa7\xc3\xa3o",33
"496",2000-08-17,"Habeas Corpus",1
"497",2000-08-17,"Mandado de Seguran\xc3\xa7a",1
"498",2000-08-17,"Outros Feitos",1
"499",2000-08-17,"Outros Incidentes",1
"500",2000-08-17,"Processo Crime",1
"501",2000-08-17,"Recurso em Sentido Estrito",2
"502",2000-08-17,"Reexame Necess\xc3\xa1rio",7
"503",2000-08-22,"Agravo de Instrumento",20
"504",2000-08-22,"Agravo Interno",1
"505",2000-08-22,"Agravo Regimental",2
"506",2000-08-22,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",32
"507",2000-08-22,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"508",2000-08-22,"Embargos de Declara\xc3\xa7\xc3\xa3o",12
"509",2000-08-22,"Habeas Corpus",1
"510",2000-08-23,"Agravo",9
"511",2000-08-23,"Agravo de Instrumento",89
"512",2000-08-23,"Agravo Interno",2
"513",2000-08-23,"Agravo Regimental",5
"514",2000-08-23,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",258
"515",2000-08-23,"Apela\xc3\xa7\xc3\xa3o Crime",12
"516",2000-08-23,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",17
"517",2000-08-23,"Embargos de Declara\xc3\xa7\xc3\xa3o",53
"518",2000-08-23,"Habeas Corpus",5
"519",2000-08-23,"Mandado de Seguran\xc3\xa7a",1
"520",2000-08-23,"Recurso em Sentido Estrito",7
"521",2000-08-23,"Reexame Necess\xc3\xa1rio",9
"522",2000-08-24,"Agravo",3
"523",2000-08-24,"Agravo de Instrumento",62
"524",2000-08-24,"Agravo Interno",3
"525",2000-08-24,"Agravo Regimental",4
"526",2000-08-24,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",177
"527",2000-08-24,"Apela\xc3\xa7\xc3\xa3o Crime",20
"528",2000-08-24,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",12
"529",2000-08-24,"Embargos de Declara\xc3\xa7\xc3\xa3o",38
"530",2000-08-24,"Habeas Corpus",2
"531",2000-08-24,"Outros Feitos",1
"532",2000-08-24,"Reexame Necess\xc3\xa1rio",5
"533",2000-08-25,"Agravo de Instrumento",2
"534",2000-08-26,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"535",2000-08-27,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"536",2000-08-28,"Embargos de Declara\xc3\xa7\xc3\xa3o",1
"537",2000-08-29,"Agravo",8
"538",2000-08-29,"Agravo de Instrumento",14
"539",2000-08-29,"Agravo em Execu\xc3\xa7\xc3\xa3o",2
"540",2000-08-29,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",93
"541",2000-08-29,"Apela\xc3\xa7\xc3\xa3o Crime",14
"542",2000-08-29,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",1
"543",2000-08-29,"Embargos de Declara\xc3\xa7\xc3\xa3o",16
"544",2000-08-29,"Habeas Corpus",27
"545",2000-08-29,"Recurso de Of\xc3\xadcio",1
"546",2000-08-29,"Reexame Necess\xc3\xa1rio",2
"547",2000-08-30,"Agravo",6
"548",2000-08-30,"Agravo de Instrumento",85
"549",2000-08-30,"Agravo em Execu\xc3\xa7\xc3\xa3o",1
"550",2000-08-30,"Agravo Interno",2
"551",2000-08-30,"Agravo Regimental",4
"552",2000-08-30,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",224
"553",2000-08-30,"Apela\xc3\xa7\xc3\xa3o Crime",6
"554",2000-08-30,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",74
"555",2000-08-30,"Conflito de Compet\xc3\xaancia",2
"556",2000-08-30,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"557",2000-08-30,"Embargos de Declara\xc3\xa7\xc3\xa3o",74
"558",2000-08-30,"Habeas Corpus",4
"559",2000-08-30,"Mandado de Seguran\xc3\xa7a",1
"560",2000-08-30,"Recurso em Sentido Estrito",8
"561",2000-08-30,"Reexame Necess\xc3\xa1rio",13
"562",2000-08-31,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"563",2000-08-31,"Agravo",6
"564",2000-08-31,"Agravo de Instrumento",134
"565",2000-08-31,"Agravo Interno",1
"566",2000-08-31,"Agravo Regimental",6
"567",2000-08-31,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",271
"568",2000-08-31,"Apela\xc3\xa7\xc3\xa3o Crime",20
"569",2000-08-31,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",50
"570",2000-08-31,"Embargos de Declara\xc3\xa7\xc3\xa3o",27
"571",2000-08-31,"Habeas Corpus",21
"572",2000-08-31,"Outros Feitos",1
"573",2000-08-31,"Recurso de Agravo",1
"574",2000-08-31,"Recurso em Sentido Estrito",4
"575",2000-08-31,"Reexame Necess\xc3\xa1rio",5
"576",2000-09-03,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"577",2000-09-04,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",2
"578",2000-09-05,"Agravo de Instrumento",10
"579",2000-09-05,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",76
"580",2000-09-05,"Apela\xc3\xa7\xc3\xa3o Crime",2
"581",2000-09-05,"Embargos de Declara\xc3\xa7\xc3\xa3o",4
"582",2000-09-05,"Reexame Necess\xc3\xa1rio",1
"583",2000-09-06,"Agravo",20
"584",2000-09-06,"Agravo de Instrumento",84
"585",2000-09-06,"Agravo Interno",2
"586",2000-09-06,"Agravo Regimental",8
"587",2000-09-06,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",328
"588",2000-09-06,"Apela\xc3\xa7\xc3\xa3o Crime",25
"589",2000-09-06,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",52
"590",2000-09-06,"Embargos de Declara\xc3\xa7\xc3\xa3o",29
"591",2000-09-06,"Habeas Corpus",11
"592",2000-09-06,"Recurso em Sentido Estrito",3
"593",2000-09-06,"Reexame Necess\xc3\xa1rio",5
"594",2000-09-12,"Agravo",1
"595",2000-09-12,"Agravo de Instrumento",10
"596",2000-09-12,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",27
"597",2000-09-12,"Apela\xc3\xa7\xc3\xa3o Crime",1
"598",2000-09-12,"Reexame Necess\xc3\xa1rio",1
"599",2000-09-13,"Agravo",22
"600",2000-09-13,"Agravo de Instrumento",68
"601",2000-09-13,"Agravo Regimental",5
"602",2000-09-13,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",223
"603",2000-09-13,"Apela\xc3\xa7\xc3\xa3o Crime",17
"604",2000-09-13,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",9
"605",2000-09-13,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"606",2000-09-13,"Embargos de Declara\xc3\xa7\xc3\xa3o",51
"607",2000-09-13,"Habeas Corpus",4
"608",2000-09-13,"Recurso em Sentido Estrito",5
"609",2000-09-13,"Reexame Necess\xc3\xa1rio",12
"610",2000-09-14,"Agravo",15
"611",2000-09-14,"Agravo de Instrumento",118
"612",2000-09-14,"Agravo Inominado",1
"613",2000-09-14,"Agravo Interno",13
"614",2000-09-14,"Agravo Regimental",5
"615",2000-09-14,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",216
"616",2000-09-14,"Apela\xc3\xa7\xc3\xa3o Crime",14
"617",2000-09-14,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",43
"618",2000-09-14,"Cautelar Incidental",1
"619",2000-09-14,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"620",2000-09-14,"Embargos de Declara\xc3\xa7\xc3\xa3o",44
"621",2000-09-14,"Habeas Corpus",5
"622",2000-09-14,"Processo Crime",4
"623",2000-09-14,"Recurso em Sentido Estrito",9
"624",2000-09-14,"Reexame Necess\xc3\xa1rio",3
"625",2000-09-16,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"626",2000-09-18,"Agravo",1
"627",2000-09-18,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"628",2000-09-19,"Agravo",5
"629",2000-09-19,"Agravo de Instrumento",20
"630",2000-09-19,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",128
"631",2000-09-19,"Apela\xc3\xa7\xc3\xa3o Crime",5
"632",2000-09-19,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"633",2000-09-19,"Conflito de Compet\xc3\xaancia",2
"634",2000-09-19,"Embargos de Declara\xc3\xa7\xc3\xa3o",41
"635",2000-09-19,"Habeas Corpus",7
"636",2000-09-19,"Reexame Necess\xc3\xa1rio",9
"637",2000-09-21,"Agravo",9
"638",2000-09-21,"Agravo de Instrumento",90
"639",2000-09-21,"Agravo Interno",4
"640",2000-09-21,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",183
"641",2000-09-21,"Apela\xc3\xa7\xc3\xa3o Crime",7
"642",2000-09-21,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",13
"643",2000-09-21,"Conflito de Compet\xc3\xaancia",1
"644",2000-09-21,"Embargos de Declara\xc3\xa7\xc3\xa3o",13
"645",2000-09-21,"Habeas Corpus",11
"646",2000-09-21,"Mandado de Seguran\xc3\xa7a",1
"647",2000-09-21,"Processo Crime",1
"648",2000-09-21,"Recurso de Of\xc3\xadcio",1
"649",2000-09-21,"Reexame Necess\xc3\xa1rio",1
"650",2000-09-22,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",3
"651",2000-09-23,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",2
"652",2000-09-26,"Agravo",4
"653",2000-09-26,"Agravo de Instrumento",14
"654",2000-09-26,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",47
"655",2000-09-26,"Apela\xc3\xa7\xc3\xa3o Crime",56
"656",2000-09-26,"Conflito de Compet\xc3\xaancia",1
"657",2000-09-26,"Desaforamento",2
"658",2000-09-26,"Embargos de Declara\xc3\xa7\xc3\xa3o",3
"659",2000-09-26,"Habeas Corpus",7
"660",2000-09-26,"Mandado de Seguran\xc3\xa7a",2
"661",2000-09-26,"Recurso em Sentido Estrito",13
"662",2000-09-27,"Agravo",19
"663",2000-09-27,"Agravo de Instrumento",101
"664",2000-09-27,"Agravo em Execu\xc3\xa7\xc3\xa3o",1
"665",2000-09-27,"Agravo Inominado",1
"666",2000-09-27,"Agravo Interno",2
"667",2000-09-27,"Agravo Regimental",6
"668",2000-09-27,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",333
"669",2000-09-27,"Apela\xc3\xa7\xc3\xa3o Crime",19
"670",2000-09-27,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",38
"671",2000-09-27,"Conflito de Compet\xc3\xaancia",1
"672",2000-09-27,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"673",2000-09-27,"Desaforamento",1
"674",2000-09-27,"Embargos de Declara\xc3\xa7\xc3\xa3o",66
"675",2000-09-27,"Habeas Corpus",12
"676",2000-09-27,"Recurso em Sentido Estrito",4
"677",2000-09-27,"Reexame Necess\xc3\xa1rio",5
"678",2000-09-28,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"679",2000-09-28,"Agravo",4
"680",2000-09-28,"Agravo de Instrumento",80
"681",2000-09-28,"Agravo Inominado",1
"682",2000-09-28,"Agravo Interno",5
"683",2000-09-28,"Agravo Regimental",4
"684",2000-09-28,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",175
"685",2000-09-28,"Apela\xc3\xa7\xc3\xa3o Crime",17
"686",2000-09-28,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",23
"687",2000-09-28,"Embargos de Declara\xc3\xa7\xc3\xa3o",36
"688",2000-09-28,"Embargos Infringentes",1
"689",2000-09-28,"Habeas Corpus",3
"690",2000-09-28,"Processo Crime",2
"691",2000-09-28,"Recurso em Sentido Estrito",3
"692",2000-09-28,"Reexame Necess\xc3\xa1rio",2
"693",2000-09-30,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",8
"694",2000-09-30,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"695",2000-09-30,"Embargos de Declara\xc3\xa7\xc3\xa3o",1
"696",2000-10-01,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"697",2000-10-02,"Agravo de Instrumento",28
"698",2000-10-02,"Agravo Regimental",1
"699",2000-10-02,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",10
"700",2000-10-02,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"701",2000-10-02,"Embargos de Declara\xc3\xa7\xc3\xa3o",8
"702",2000-10-03,"Agravo de Instrumento",24
"703",2000-10-03,"Agravo Interno",1
"704",2000-10-03,"Agravo Regimental",1
"705",2000-10-03,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",79
"706",2000-10-03,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"707",2000-10-03,"Embargos de Declara\xc3\xa7\xc3\xa3o",9
"708",2000-10-04,"Agravo",20
"709",2000-10-04,"Agravo de Instrumento",128
"710",2000-10-04,"Agravo Regimental",3
"711",2000-10-04,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",208
"712",2000-10-04,"Apela\xc3\xa7\xc3\xa3o Crime",8
"713",2000-10-04,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",26
"714",2000-10-04,"Conflito de Compet\xc3\xaancia",1
"715",2000-10-04,"Embargos de Declara\xc3\xa7\xc3\xa3o",30
"716",2000-10-04,"Habeas Corpus",3
"717",2000-10-04,"Mandado de Seguran\xc3\xa7a",1
"718",2000-10-04,"Reexame Necess\xc3\xa1rio",9
"719",2000-10-05,"Agravo",7
"720",2000-10-05,"Agravo de Instrumento",61
"721",2000-10-05,"Agravo Interno",9
"722",2000-10-05,"Agravo Regimental",5
"723",2000-10-05,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",167
"724",2000-10-05,"Apela\xc3\xa7\xc3\xa3o Crime",17
"725",2000-10-05,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",28
"726",2000-10-05,"Conflito de Compet\xc3\xaancia",1
"727",2000-10-05,"Embargos de Declara\xc3\xa7\xc3\xa3o",36
"728",2000-10-05,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",1
"729",2000-10-05,"Habeas Corpus",8
"730",2000-10-05,"Mandado de Seguran\xc3\xa7a",1
"731",2000-10-05,"Medida Cautelar Inominada",1
"732",2000-10-05,"Processo Crime",2
"733",2000-10-05,"Recurso de Of\xc3\xadcio",1
"734",2000-10-05,"Reexame Necess\xc3\xa1rio",1
"735",2000-10-07,"Agravo de Instrumento",1
"736",2000-10-08,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"737",2000-10-10,"Agravo de Instrumento",4
"738",2000-10-10,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",38
"739",2000-10-10,"Apela\xc3\xa7\xc3\xa3o Crime",32
"740",2000-10-10,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"741",2000-10-10,"Embargos de Declara\xc3\xa7\xc3\xa3o",11
"742",2000-10-10,"Habeas Corpus",2
"743",2000-10-10,"Recurso de Of\xc3\xadcio",1
"744",2000-10-10,"Recurso em Sentido Estrito",3
"745",2000-10-11,"Agravo",14
"746",2000-10-11,"Agravo de Instrumento",119
"747",2000-10-11,"Agravo Interno",9
"748",2000-10-11,"Agravo Regimental",2
"749",2000-10-11,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",169
"750",2000-10-11,"Apela\xc3\xa7\xc3\xa3o Crime",19
"751",2000-10-11,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",15
"752",2000-10-11,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",1
"753",2000-10-11,"Embargos de Declara\xc3\xa7\xc3\xa3o",38
"754",2000-10-11,"Habeas Corpus",10
"755",2000-10-11,"Mandado de Seguran\xc3\xa7a",1
"756",2000-10-11,"Recurso em Sentido Estrito",3
"757",2000-10-11,"Reexame Necess\xc3\xa1rio",6
"758",2000-10-13,"Agravo de Instrumento",1
"759",2000-10-17,"Agravo de Instrumento",25
"760",2000-10-17,"Agravo Regimental",1
"761",2000-10-17,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",62
"762",2000-10-17,"Embargos de Declara\xc3\xa7\xc3\xa3o",10
"763",2000-10-18,"Agravo",25
"764",2000-10-18,"Agravo de Instrumento",122
"765",2000-10-18,"Agravo Inominado",1
"766",2000-10-18,"Agravo Interno",3
"767",2000-10-18,"Agravo Regimental",6
"768",2000-10-18,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",313
"769",2000-10-18,"Apela\xc3\xa7\xc3\xa3o Crime",13
"770",2000-10-18,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",44
"771",2000-10-18,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"772",2000-10-18,"Embargos de Declara\xc3\xa7\xc3\xa3o",41
"773",2000-10-18,"Habeas Corpus",2
"774",2000-10-18,"Mandado de Seguran\xc3\xa7a",1
"775",2000-10-18,"Recurso em Sentido Estrito",2
"776",2000-10-18,"Reexame Necess\xc3\xa1rio",8
"777",2000-10-19,"Agravo",6
"778",2000-10-19,"Agravo de Instrumento",91
"779",2000-10-19,"Agravo Interno",16
"780",2000-10-19,"Agravo Regimental",2
"781",2000-10-19,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",278
"782",2000-10-19,"Apela\xc3\xa7\xc3\xa3o Crime",34
"783",2000-10-19,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",43
"784",2000-10-19,"Conflito de Compet\xc3\xaancia",3
"785",2000-10-19,"Embargos de Declara\xc3\xa7\xc3\xa3o",47
"786",2000-10-19,"Habeas Corpus",6
"787",2000-10-19,"Medida Cautelar Inominada",1
"788",2000-10-19,"Processo Crime",1
"789",2000-10-19,"Queixa",1
"790",2000-10-19,"Recurso em Sentido Estrito",7
"791",2000-10-19,"Reexame Necess\xc3\xa1rio",4
"792",2000-10-20,"Apela\xc3\xa7\xc3\xa3o Crime",29
"793",2000-10-20,"Habeas Corpus",2
"794",2000-10-20,"Recurso em Sentido Estrito",8
"795",2000-10-22,"Agravo de Instrumento",1
"796",2000-10-22,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",3
"797",2000-10-24,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"798",2000-10-24,"Agravo de Instrumento",22
"799",2000-10-24,"Agravo Interno",1
"800",2000-10-24,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",61
"801",2000-10-24,"Embargos de Declara\xc3\xa7\xc3\xa3o",19
"802",2000-10-25,"Agravo",19
"803",2000-10-25,"Agravo de Instrumento",159
"804",2000-10-25,"Agravo Interno",5
"805",2000-10-25,"Agravo Regimental",4
"806",2000-10-25,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",375
"807",2000-10-25,"Apela\xc3\xa7\xc3\xa3o Crime",11
"808",2000-10-25,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",66
"809",2000-10-25,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"810",2000-10-25,"Embargos de Declara\xc3\xa7\xc3\xa3o",78
"811",2000-10-25,"Habeas Corpus",2
"812",2000-10-25,"Mandado de Seguran\xc3\xa7a",1
"813",2000-10-25,"Medida Cautelar Inominada",1
"814",2000-10-25,"Reexame Necess\xc3\xa1rio",10
"815",2000-10-26,"Agravo",4
"816",2000-10-26,"Agravo de Instrumento",80
"817",2000-10-26,"Agravo Interno",10
"818",2000-10-26,"Agravo Regimental",7
"819",2000-10-26,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",314
"820",2000-10-26,"Apela\xc3\xa7\xc3\xa3o Crime",7
"821",2000-10-26,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",47
"822",2000-10-26,"Embargos de Declara\xc3\xa7\xc3\xa3o",58
"823",2000-10-26,"Habeas Corpus",8
"824",2000-10-26,"Mandado de Seguran\xc3\xa7a",1
"825",2000-10-26,"Medida Cautelar Inominada",1
"826",2000-10-26,"Outros Feitos",2
"827",2000-10-26,"Processo Crime",4
"828",2000-10-26,"Recurso em Sentido Estrito",4
"829",2000-10-26,"Reexame Necess\xc3\xa1rio",10
"830",2000-10-27,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",2
"831",2000-10-30,"Agravo de Instrumento",40
"832",2000-10-30,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",3
"833",2000-10-30,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",6
"834",2000-10-30,"Embargos de Declara\xc3\xa7\xc3\xa3o",1
"835",2000-10-31,"Agravo de Instrumento",6
"836",2000-10-31,"Agravo Interno",1
"837",2000-10-31,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",47
"838",2000-10-31,"Apela\xc3\xa7\xc3\xa3o Crime",36
"839",2000-10-31,"Desaforamento",1
"840",2000-10-31,"Embargos de Declara\xc3\xa7\xc3\xa3o",2
"841",2000-10-31,"Recurso em Sentido Estrito",4
"842",2000-11-01,"Agravo",21
"843",2000-11-01,"Agravo de Instrumento",75
"844",2000-11-01,"Agravo Interno",3
"845",2000-11-01,"Agravo Regimental",5
"846",2000-11-01,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",285
"847",2000-11-01,"Apela\xc3\xa7\xc3\xa3o Crime",3
"848",2000-11-01,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",29
"849",2000-11-01,"Conflito de Compet\xc3\xaancia",1
"850",2000-11-01,"Embargos de Declara\xc3\xa7\xc3\xa3o",45
"851",2000-11-01,"Habeas Corpus",1
"852",2000-11-01,"Mandado de Seguran\xc3\xa7a",2
"853",2000-11-01,"Reexame Necess\xc3\xa1rio",6
"854",2000-11-04,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"855",2000-11-05,"Agravo de Instrumento",1
"856",2000-11-06,"Agravo de Instrumento",6
"857",2000-11-06,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",63
"858",2000-11-06,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",17
