"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"20.08.2015","920,38","904,75","922,75","898,75","-","1,81%"
"19.08.2015","904,00","913,25","917,00","899,88","-","-0,95%"
"18.08.2015","912,63","925,00","929,38","912,63","-","-1,51%"
"17.08.2015","926,63","919,00","933,25","919,00","-","0,19%"
"14.08.2015","924,88","937,88","937,88","921,63","-","-1,36%"
"13.08.2015","937,63","920,88","937,88","920,88","-","2,05%"
"12.08.2015","918,75","981,75","985,00","910,50","-","-6,38%"
"11.08.2015","981,38","1.004,50","1.004,50","978,88","-","-2,75%"
"10.08.2015","1.009,13","979,38","1.009,13","977,88","-","3,30%"
"07.08.2015","976,88","955,38","976,88","952,25","-","2,21%"
"06.08.2015","955,75","962,75","965,00","952,88","-","-0,79%"
"05.08.2015","963,38","948,88","964,13","948,50","-","1,43%"
"04.08.2015","949,75","944,13","957,00","942,75","-","0,53%"
"03.08.2015","944,75","950,38","953,75","939,75","-","-0,88%"
"31.07.2015","953,13","965,63","966,50","951,88","-","-1,23%"
"30.07.2015","965,00","956,88","970,25","956,50","-","0,89%"
"29.07.2015","956,50","956,50","965,38","949,75","-","0,16%"
"28.07.2015","955,00","942,13","956,00","941,63","-","1,81%"
"27.07.2015","938,00","962,50","962,50","937,88","-","-5,34%"
"24.07.2015","990,88","1.010,50","1.011,38","988,88","-","-1,89%"
"23.07.2015","1.010,00","1.022,00","1.028,88","1.004,50","-","-1,28%"
"22.07.2015","1.023,13","1.019,13","1.027,38","1.011,63","-","0,40%"
"21.07.2015","1.019,00","1.011,13","1.019,88","1.008,25","-","1,02%"
"20.07.2015","1.008,75","1.011,00","1.012,63","998,25","-","-0,54%"
"17.07.2015","1.014,25","1.017,00","1.021,25","1.007,63","-","-0,22%"
"16.07.2015","1.016,50","1.027,50","1.038,13","1.015,25","-","-0,91%"
"15.07.2015","1.025,88","1.030,88","1.034,75","1.014,38","-","-0,79%"
"14.07.2015","1.034,00","1.039,00","1.053,13","1.031,25","-","-0,42%"
"13.07.2015","1.038,38","1.030,25","1.040,38","1.021,38","-","0,65%"
"10.07.2015","1.031,63","1.026,25","1.048,00","1.022,25","-","0,56%"
"09.07.2015","1.025,88","995,88","1.033,63","995,75","-","3,13%"
"08.07.2015","994,75","995,25","1.008,13","987,63","-","0,14%"
"07.07.2015","993,38","1.021,38","1.025,63","989,13","-","-2,79%"
"06.07.2015","1.021,88","1.032,00","1.032,00","1.016,88","-","-1,46%"
"03.07.2015","1.037,00","1.037,00","1.037,00","1.037,00","-","0,00%"
"02.07.2015","1.037,00","1.039,75","1.047,13","1.028,88","-","-0,35%"
"01.07.2015","1.040,63","1.048,00","1.054,75","1.033,38","-","-0,73%"
"30.06.2015","1.048,25","993,88","1.051,13","985,50","-","5,36%"
"29.06.2015","994,88","992,00","1.007,88","990,25","-","-0,48%"
"26.06.2015","999,63","998,88","1.024,13","997,88","-","0,15%"
"25.06.2015","998,13","981,00","1.002,50","980,25","-","1,65%"
"24.06.2015","981,88","987,50","990,38","979,13","-","-0,51%"
"23.06.2015","986,88","989,63","995,88","978,13","-","-0,24%"
"22.06.2015","989,25","972,63","989,88","971,63","-","1,87%"
"19.06.2015","971,13","976,00","981,38","966,63","-","-0,58%"
"18.06.2015","976,75","967,75","981,63","962,13","-","1,05%"
"17.06.2015","966,63","957,88","971,88","957,88","-","0,87%"
"16.06.2015","958,25","939,50","958,63","938,88","-","2,10%"
"15.06.2015","938,50","939,88","943,63","930,38","-","-0,11%"
"12.06.2015","939,50","939,75","946,88","933,38","-","-0,17%"
"11.06.2015","941,13","948,38","952,88","938,13","-","-0,87%"
"10.06.2015","949,38","951,00","957,38","944,63","-","-0,12%"
"09.06.2015","950,50","946,88","954,88","943,38","-","0,60%"
"08.06.2015","944,88","938,00","950,88","935,38","-","0,67%"
"05.06.2015","938,63","944,75","951,88","935,38","-","-0,82%"
"04.06.2015","946,38","933,63","948,63","932,38","-","1,18%"
"03.06.2015","935,38","941,00","945,63","931,63","-","-0,53%"
"02.06.2015","940,38","926,38","944,38","925,38","-","1,48%"
"01.06.2015","926,63","931,63","934,88","921,63","-","-0,83%"
"29.05.2015","934,38","926,00","937,38","924,88","-","0,85%"
"28.05.2015","926,50","926,50","934,13","922,13","-","-0,07%"
"27.05.2015","927,13","922,25","931,63","922,13","-","0,54%"
"26.05.2015","922,13","923,63","930,38","920,63","-","-0,30%"
"22.05.2015","924,88","937,75","942,38","923,13","-","-1,40%"
"21.05.2015","938,00","941,38","946,13","937,38","-","-0,31%"
"20.05.2015","940,88","946,75","947,38","936,63","-","-0,58%"
"19.05.2015","946,38","953,25","955,88","942,13","-","-0,89%"
"18.05.2015","954,88","953,38","964,13","950,13","-","0,22%"
"15.05.2015","952,75","958,25","961,13","950,38","-","-0,51%"
"14.05.2015","957,63","958,25","962,13","953,13","-","0,03%"
"13.05.2015","957,38","956,63","962,63","954,63","-","0,10%"
"12.05.2015","956,38","973,13","981,38","955,13","-","-1,82%"
"11.05.2015","974,13","976,38","981,88","972,38","-","-0,10%"
"08.05.2015","975,13","974,50","978,38","969,38","-","0,03%"
"07.05.2015","974,88","983,63","984,63","972,63","-","-0,81%"
"06.05.2015","982,88","984,38","990,38","978,63","-","-0,22%"
"05.05.2015","985,00","975,75","986,63","974,38","-","0,81%"
"04.05.2015","977,13","964,38","978,63","962,88","-","1,28%"
"01.05.2015","964,75","977,50","978,88","961,88","-","-1,27%"
"30.04.2015","977,13","987,88","994,88","972,63","-","-1,16%"
"29.04.2015","988,63","977,38","988,88","972,88","-","1,14%"
"28.04.2015","977,50","972,63","987,88","972,38","-","0,37%"
"27.04.2015","973,88","967,63","979,63","965,88","-","0,49%"
"24.04.2015","969,13","979,13","980,88","966,88","-","-0,89%"
"23.04.2015","977,88","971,50","982,88","971,50","-","0,70%"
"22.04.2015","971,13","973,88","976,38","965,38","-","-0,37%"
"21.04.2015","974,75","975,88","976,88","968,88","-","-0,27%"
"20.04.2015","977,38","968,00","980,88","968,00","-","1,01%"
"17.04.2015","967,63","965,25","972,38","963,25","-","0,28%"
"16.04.2015","964,88","964,25","970,13","955,88","-","-0,03%"
"15.04.2015","965,13","959,38","976,38","958,88","-","0,52%"
"14.04.2015","960,13","948,88","961,38","948,63","-","1,21%"
"13.04.2015","948,63","948,50","957,38","946,00","-","-0,34%"
"10.04.2015","951,88","953,88","958,38","944,75","-","-0,29%"
"09.04.2015","954,63","971,00","972,13","950,75","-","-1,80%"
"08.04.2015","972,13","971,38","974,88","967,88","-","0,05%"
"07.04.2015","971,63","978,38","983,88","970,13","-","-0,74%"
"06.04.2015","978,88","985,38","990,13","978,13","-","-0,60%"
"02.04.2015","984,75","988,13","992,63","981,13","-","-0,43%"
"01.04.2015","989,00","972,75","991,63","972,75","-","1,68%"
"31.03.2015","972,63","966,63","980,13","958,13","-","0,36%"
"30.03.2015","969,13","966,88","976,38","965,13","-","0,17%"
"27.03.2015","967,50","973,75","976,38","965,13","-","-0,72%"
"26.03.2015","974,50","977,13","981,38","972,13","-","-0,43%"
"25.03.2015","978,75","983,25","987,38","978,13","-","-0,37%"
"24.03.2015","982,38","983,50","984,75","975,88","-","-0,03%"
"23.03.2015","982,63","974,88","989,88","973,38","-","1,02%"
"20.03.2015","972,75","961,25","979,88","960,13","-","1,09%"
"19.03.2015","962,25","970,63","979,00","956,63","-","-0,19%"
"18.03.2015","964,13","954,38","966,63","953,63","-","0,86%"
"17.03.2015","955,88","967,50","973,13","953,88","-","-1,38%"
"16.03.2015","969,25","972,63","977,75","967,50","-","-0,56%"
